,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Tenure,SuccessfulPromos,Education,Marital_Status,Complain
0,-0.9844946067048652,0.23558922074880784,-0.8251095955005707,-0.9292869997956328,0.3048659887866271,0.982453122468637,1.551372678099324,1.6778260919539487,2.471192069895728,1.4739293155307265,0.8480474052165378,0.3514471065728518,1.4114273963145418,2.512109823369905,-0.5506329144457838,0.6943285819187923,1.527236278566998,0.623484010611539,Graduation,Single,no
1,-1.2349837772132735,-0.23509430249486557,1.032218758080855,0.9070827971456485,-0.3858460170580746,-0.8698518986163524,-0.6361715722456888,-0.7134589302785689,-0.6509742733339001,-0.6319735759495875,-0.7289376882105589,-0.16621871729072196,-1.1099465044617558,-0.5689271057320711,-1.165260906426506,-0.13037127096666673,-1.1856456120847272,-0.501103869594896,Graduation,Single,no
2,-0.31652348534911007,0.7733593136526996,-0.8251095955005707,-0.9292869997956328,-0.8002732205648956,0.3620496779065172,0.5707493934619046,-0.1776339530746159,1.3508853232074498,-0.14785796871273366,-0.036602769145004314,-0.6838845411542958,1.4114273963145418,-0.2265896691651849,1.293251061496383,-0.5427211974093963,-0.20599381823827095,-0.501103869594896,Graduation,Together,no
3,1.2699079278708083,-1.0212164019398273,1.032218758080855,-0.9292869997956328,-0.8002732205648956,-0.8698518986163524,-0.5607390118889641,-0.6514626519243926,-0.5040487983583882,-0.5835620152259021,-0.7481692137401577,-0.16621871729072196,-0.7497502329222847,-0.9112645422989574,-0.5506329144457838,0.2819786554760628,-1.0650730836113171,-0.501103869594896,Graduation,Together,no
4,1.0194187573624003,0.24177507339445556,1.032218758080855,-0.9292869997956328,1.5481475993070901,-0.38896501814236467,0.41988427274845536,-0.21748870344515786,0.1571158390314154,-0.002623286541677503,-0.5558539584441703,1.3867787542999992,0.3308385816961285,0.11574776740170131,0.06399507753493852,-0.13037127096666673,-0.9595721211970833,-0.501103869594896,PhD,Married,no
5,-0.14953070501017127,0.4101899002630584,-0.8251095955005707,0.9070827971456485,-1.1456292234872465,0.6410828060827817,0.3947400859628805,-0.30605481537969553,-0.6877056420777781,0.36046341888596284,-0.575085483973769,-0.16621871729072196,0.6910348532355995,0.45808520396858754,1.293251061496383,0.2819786554760628,-0.29642321459332843,-0.501103869594896,Master,Together,no
6,0.1844548556677063,0.13569767770328345,-0.8251095955005707,0.9070827971456485,-0.5239884182270149,-0.2049218910473818,0.9730563820311022,-0.01378664599572118,0.23057857651917135,0.5299038814188617,-0.3250756520889854,0.8691129304364256,1.0512311247750707,0.11574776740170131,0.3713090735252996,0.2819786554760628,1.180590259205944,-0.501103869594896,Graduation,Divorced,no
7,1.3534043180402777,-0.7495177902522804,1.032218758080855,-0.9292869997956328,-0.5930596188114851,-0.6769034589199993,-0.409873891175515,-0.4920436504422247,-0.6326085889619611,-0.6319735759495875,-0.4020017542073804,-0.16621871729072196,-0.029357689843342544,-0.9112645422989574,-0.5506329144457838,1.1066785083615218,0.32151099383289783,-0.501103869594896,PhD,Married,no
8,0.4349440261761145,-0.8733545693454734,1.032218758080855,-0.9292869997956328,-1.0420224226105412,-0.8609465860149822,-0.6613157590312636,-0.633749429537485,-0.6326085889619611,-0.5835620152259021,-0.8058637903289539,-0.6838845411542958,-0.3895539613828136,-0.9112645422989574,-1.165260906426506,1.5190284348042513,0.17079533324113533,0.623484010611539,PhD,Together,no
9,-1.568969337891151,-1.8592198461547378,1.032218758080855,0.9070827971456485,0.6502219917089779,-0.8193884605419215,-0.6613157590312636,-0.7134589302785689,-0.6693399577058391,-0.6319735759495875,-0.5943170095033677,-0.6838845411542958,-1.1099465044617558,-0.9112645422989574,-1.7798888984072283,6.054877625674276,-1.2157887442030797,0.623484010611539,PhD,Together,no
10,1.186411537701339,-0.03371486733397224,1.032218758080855,-0.9292869997956328,-1.3183072249484218,-0.8876625238190926,-0.5355948251033893,-0.7134589302785689,-0.6877056420777781,-0.6077677955877447,-0.8250953158585527,-0.6838845411542958,-1.1099465044617558,-0.9112645422989574,-1.165260906426506,0.6943285819187923,-0.6279976678952058,-0.501103869594896,Graduation,Married,no
11,0.6019368065150532,-1.785308884220934,-0.8251095955005707,-0.9292869997956328,0.33940158907886214,-0.8846940862853026,-0.25900877046206583,-0.6913174022949345,-0.4856831139864492,-0.6319735759495875,-0.5366224329145716,-0.6838845411542958,-0.7497502329222847,-0.9112645422989574,-0.8579469104361449,1.1066785083615218,1.180590259205944,-0.501103869594896,Basic,Married,no
